indicator_id,component,component_name,subcomponent,subcomponent_name,topic,topic_name,subtopic,subtopic_name,statistic_num,statistic_name,category_of_measurement
4.1.2.a.3,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,a,People affected by natural extreme events and disasters,3,Number of people homeless,Number
4.1.2.a.4,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,a,People affected by natural extreme events and disasters,4,Number of people affected,Number
4.1.2.b,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,b,"Economic losses due to natural extreme events and disasters (e.g., damage to buildings, transportation networks, loss of revenue for businesses, utility disruption)",NA,"Economic losses due to natural extreme events and disasters (e.g., damage to buildings, transportation networks, loss of revenue for businesses, utility disruption)",Currency
4.1.2.c,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,c,"Physical losses/damages due to natural extreme events and disasters (e.g., area and amount of crops, livestock, aquaculture, biomass)",NA,"Physical losses/damages due to natural extreme events and disasters (e.g., area and amount of crops, livestock, aquaculture, biomass)","Area, Description, Number"
4.1.2.d.1,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,d,Effects of natural extreme events and disasters on integrity of ecosystems,1,Area affected by natural disasters,Area
4.1.2.d.2,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,d,Effects of natural extreme events and disasters on integrity of ecosystems,2,Loss of vegetation cover,Area
4.1.2.d.3,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,d,Effects of natural extreme events and disasters on integrity of ecosystems,3,Area of watershed affected,Area
4.1.2.d.4,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,d,Effects of natural extreme events and disasters on integrity of ecosystems,4,Other,Description
4.1.2.e,4,Extreme Events and Disasters,4.1,Natural Extreme Events and Disasters,4.1.2,Impact of natural extreme events and disasters,e,External assistance received,NA,External assistance received,Currency
4.2.1.a.1,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.1,Occurrence of technological disasters,a,Occurrence of technological disasters:,1,"Type of technological disaster (industrial, transportation, miscellaneous)",Description
4.2.1.a.2,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.1,Occurrence of technological disasters,a,Occurrence of technological disasters:,2,Location,Location
4.2.1.a.3,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.1,Occurrence of technological disasters,a,Occurrence of technological disasters:,3,Date of occurrence,Date
4.2.1.a.4,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.1,Occurrence of technological disasters,a,Occurrence of technological disasters:,4,Duration,Time Period
4.2.2.a.1,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,a,People affected by technological disasters,1,Number of people killed,Number
4.2.2.a.2,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,a,People affected by technological disasters,2,Number of people injured,Number
4.2.2.a.3,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,a,People affected by technological disasters,3,Number of people homeless,Number
4.2.2.a.4,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,a,People affected by technological disasters,4,Number of people affected,Number
4.2.2.b,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,b,"Economic losses due to technological disasters (e.g., damage to buildings, transportation networks, loss of revenue for businesses, utility disruption)",NA,"Economic losses due to technological disasters (e.g., damage to buildings, transportation networks, loss of revenue for businesses, utility disruption)",Currency
4.2.2.c,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,c,"Physical losses/damages due to technological disasters (e.g., area and amount of crops, livestock, aquaculture, biomass)",NA,"Physical losses/damages due to technological disasters (e.g., area and amount of crops, livestock, aquaculture, biomass)","Area, Description, Number"
4.2.2.d.1,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,d,Effects of technological disasters on integrity of ecosystems,1,Area affected by technological disasters,Area
4.2.2.d.2,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,d,Effects of technological disasters on integrity of ecosystems,2,Loss of vegetation cover,Area
4.2.2.d.3,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,d,Effects of technological disasters on integrity of ecosystems,3,Area of watershed affected,Area
4.2.2.d.4,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,d,Effects of technological disasters on integrity of ecosystems,4,"Other (e.g., for oil spills: volume of oil released into the environment, impact on ecosystem)",Description
4.2.2.e,4,Extreme Events and Disasters,4.2,Technological Disasters,4.2.2,Impact of technological disasters,e,External assistance received,NA,External assistance received,Currency
5.1.1.a,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.1,Urban and rural population,a,Population living in urban areas,NA,Population living in urban areas,Number
5.1.1.b,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.1,Urban and rural population,b,Population living in rural areas,NA,Population living in rural areas,Number
5.1.1.c,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.1,Urban and rural population,c,Total urban area,NA,Total urban area,Area
5.1.1.d,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.1,Urban and rural population,d,Total rural area,NA,Total rural area,Area
5.1.1.e,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.1,Urban and rural population,e,Population living in coastal areas,NA,Population living in coastal areas,Number
5.1.2.a,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,a,Population using an improved drinking water source,NA,Population using an improved drinking water source,Number
5.1.2.b,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,b,Population using an improved sanitation facility,NA,Population using an improved sanitation facility,Number
5.1.2.c,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,c,Population served by municipal waste collection,NA,Population served by municipal waste collection,Number
5.1.2.d,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,d,Population connected to wastewater collecting system,NA,Population connected to wastewater collecting system,Number
5.1.2.e,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,e,Population connected to wastewater treatment,NA,Population connected to wastewater treatment,Number
5.1.2.f,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,f,Population supplied by water supply industry,NA,Population supplied by water supply industry,Number
5.1.2.g,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,g,Price of water,NA,Price of water,Currency
5.1.2.h,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,h,Population with access to electricity,NA,Population with access to electricity,Number
5.1.2.i,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.2,Access to selected basic services,i,Price of electricity,NA,Price of electricity,Currency
5.1.3.a,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,a,Urban population living in slums,NA,Urban population living in slums,Number
5.1.3.b,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,b,Area of slums,NA,Area of slums,Area
5.1.3.c,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,c,Population living in hazard-prone areas,NA,Population living in hazard-prone areas,Number
5.1.3.d,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,d,Hazard prone-areas,NA,Hazard prone-areas,Area
5.1.3.e,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,e,Population living in informal settlements,NA,Population living in informal settlements,Number
5.1.3.f,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,f,Homeless population,NA,Homeless population,Number
5.1.3.g,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.3,Housing conditions,g,Number of dwellings with adequacy of building materials defined by national or local standards,NA,Number of dwellings with adequacy of building materials defined by national or local standards,Number
5.1.4.a,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.4,Exposure to ambient pollution,a,Population exposed to air pollution in main cities,NA,Population exposed to air pollution in main cities,Number
5.1.4.b,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.4,Exposure to ambient pollution,b,Population exposed to noise pollution in main cities,NA,Population exposed to noise pollution in main cities,Number
5.1.5.a,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,a,Extent of urban sprawl,NA,Extent of urban sprawl,Area
5.1.5.b,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,b,Available green spaces,NA,Available green spaces,Area
5.1.5.c,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,c,Number of private and public vehicles,NA,Number of private and public vehicles,Number
5.1.5.d,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,d,Population using public modes of transportation,NA,Population using public modes of transportation,Number
5.1.5.e,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,e,Population using hybrid and electric modes of transportation,NA,Population using hybrid and electric modes of transportation,Number
5.1.5.f,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,f,Extent of roadways,NA,Extent of roadways,Length
5.1.5.g,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,g,Existence of urban planning and zoning regulations and instruments in main cities,NA,Existence of urban planning and zoning regulations and instruments in main cities,Description
5.1.5.h,5,Human Settlements and Environmental Health,5.1,Human Settlements,5.1.5,Environmental concerns specific to urban settlements,h,Effectiveness of urban planning and zoning regulations and instruments in main cities,NA,Effectiveness of urban planning and zoning regulations and instruments in main cities,Description
5.2.1.a.1,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.1,Airborne diseases and conditions,a,Airborne diseases and conditions,1,Incidence,Number
5.2.1.a.2,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.1,Airborne diseases and conditions,a,Airborne diseases and conditions,2,Prevalence,Number
5.2.1.a.3,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.1,Airborne diseases and conditions,a,Airborne diseases and conditions,3,Mortality,Number
5.2.1.a.4,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.1,Airborne diseases and conditions,a,Airborne diseases and conditions,4,Loss of work days,Number
5.2.1.a.5,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.1,Airborne diseases and conditions,a,Airborne diseases and conditions,5,Estimates of economic cost in monetary terms,Currency
5.2.2.a.1,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.2,Water-related diseases and conditions,a,Water-related diseases and conditions,1,Incidence,Number
5.2.2.a.2,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.2,Water-related diseases and conditions,a,Water-related diseases and conditions,2,Prevalence,Number
5.2.2.a.3,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.2,Water-related diseases and conditions,a,Water-related diseases and conditions,3,Mortality,Number
5.2.2.a.4,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.2,Water-related diseases and conditions,a,Water-related diseases and conditions,4,Loss of work days,Number
5.2.2.a.5,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.2,Water-related diseases and conditions,a,Water-related diseases and conditions,5,Estimates of economic cost in monetary terms,Currency
5.2.3.a.1,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.3,Vector-borne diseases,a,Vector-borne diseases,1,Incidence,Number
5.2.3.a.2,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.3,Vector-borne diseases,a,Vector-borne diseases,2,Prevalence,Number
5.2.3.a.3,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.3,Vector-borne diseases,a,Vector-borne diseases,3,Mortality,Number
5.2.3.a.4,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.3,Vector-borne diseases,a,Vector-borne diseases,4,Loss of work days,Number
5.2.3.a.5,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.3,Vector-borne diseases,a,Vector-borne diseases,5,Estimates of economic cost in monetary terms,Currency
5.2.4.a.1,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.4,Health problems associated with excessive UV radiation exposure,a,Problems associated with excessive UV radiation exposure,1,Incidence,Number
5.2.4.a.2,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.4,Health problems associated with excessive UV radiation exposure,a,Problems associated with excessive UV radiation exposure,2,Prevalence,Number
5.2.4.a.3,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.4,Health problems associated with excessive UV radiation exposure,a,Problems associated with excessive UV radiation exposure,3,Loss of work days,Number
5.2.4.a.4,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.4,Health problems associated with excessive UV radiation exposure,a,Problems associated with excessive UV radiation exposure,4,Estimates of economic cost in monetary terms,Currency
5.2.5.a.1,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.5,Toxic substance- and nuclear radiation-related diseases and conditions,a,Toxic substance- and nuclear radiation-related diseases and conditions,1,Incidence,Number
5.2.5.a.2,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.5,Toxic substance- and nuclear radiation-related diseases and conditions,a,Toxic substance- and nuclear radiation-related diseases and conditions,2,Prevalence,Number
5.2.5.a.3,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.5,Toxic substance- and nuclear radiation-related diseases and conditions,a,Toxic substance- and nuclear radiation-related diseases and conditions,3,Loss of work days,Number
5.2.5.a.4,5,Human Settlements and Environmental Health,5.2,Environmental Health,5.2.5,Toxic substance- and nuclear radiation-related diseases and conditions,a,Toxic substance- and nuclear radiation-related diseases and conditions,4,Estimates of economic cost in monetary terms,Currency
6.1.1.a.1,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.1,Government environmental protection and resource management expenditure,a,Government environmental protection and resource management expenditure,1,Annual government environmental protection expenditure,Currency
6.1.1.a.2,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.1,Government environmental protection and resource management expenditure,a,Government environmental protection and resource management expenditure,2,Annual government resource management expenditure,Currency
6.1.2.a.1,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,1,Annual corporate environmental protection expenditure,Currency
6.1.2.a.2,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,2,Annual corporate resource management expenditure,Currency
6.1.2.a.3,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,3,Annual non-profit institution environmental protection expenditure,Currency
6.1.2.a.4,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,4,Annual non-profit institution resource management expenditure,Currency
6.1.2.a.5,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,5,Annual household environmental protection expenditure,Currency
6.1.2.a.6,6,"Environmental Protection, Management and Engagement",6.1,Environmental protection and resource management expenditure,6.1.2,"Corporate, non-profit institution and household environmental protection and resource management expenditure",a,Private sector environmental protection and resource management expenditure,6,Annual household resource management expenditure,Currency
6.2.1.a.1,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,1,Name of main environmental authority and year of establishment,Description
6.2.1.a.2,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,2,Annual budget of the main environmental authority,Currency
6.2.1.a.3,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,3,Number of staff in the main environmental authority,Number
6.2.1.a.4,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,4,List of environmental departments in other authorities and year of establishment,Description
6.2.1.a.5,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,5,Annual budget of environmental departments in other authorities,Currency
6.2.1.a.6,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,a,Environmental institutions and their resources,6,Number of staff of environmental departments in other authorities,Number
6.2.1.b.1,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,b,Other institutions and their resources,1,Name of institution and year of establishment,Description
6.2.1.b.2,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,b,Other institutions and their resources,2,Annual budget of the institution,Currency
6.2.1.b.3,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.1,Institutional strength,b,Other institutions and their resources,3,Number of staff in the institution,Number
6.2.2.a.1,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,a,Direct regulation,1,"List of regulated pollutants and description (e.g., by year of adoption and maximum allowable levels)","Description, Number"
6.2.2.a.2,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,a,Direct regulation,2,"Description (e.g., name, year established) of licensing system to ensure compliance with environmental standards for businesses or other new facilities",Description
6.2.2.a.3,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,a,Direct regulation,3,Number of applications for licences received and approved per year,Number
6.2.2.a.4,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,a,Direct regulation,4,List of quotas for biological resource extraction,Number
6.2.2.a.5,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,a,Direct regulation,5,Budget and number of staff dedicated to enforcement of environmental regulations,"Currency, Number"
6.2.2.b.1,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,b,Economic instruments,1,"List and description (e.g., year of establishment) of green/environmental taxes","Description, Currency"
6.2.2.b.2,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,b,Economic instruments,2,"List and description (e.g., year of establishment) of environmentally relevant subsidies","Description, Currency"
6.2.2.b.3,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,b,Economic instruments,3,List of eco-labelling and environmental certification programmes,Description
6.2.2.b.4,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.2,Environmental regulation and instruments,b,Economic instruments,4,Emission permits traded,"Number, Currency"
6.2.3.a.1,6,"Environmental Protection, Management and Engagement",6.2,Environmental Governance and Regulation,6.2.3,Participation in MEAs and environmental conventions,a,Participation in MEAs and other global environmental conventions,1,"List and description (e.g., country's year of participation(d)) of MEAs and other global environmental conventions","Description, Number"
6.3.1.a.1,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,1,Existence of national disaster plans/programmes,Description
6.3.1.a.2,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,2,"Description (e.g., number of staff) of national disaster plans/programmes",Description
6.3.1.a.3,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,3,Number and type of shelters in place or able to be deployed,"Description, Number"
6.3.1.a.4,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,4,Number and type of internationally certified emergency and recovery management specialists,"Description, Number"
6.3.1.a.5,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,5,Number of volunteers,Number
6.3.1.a.6,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,6,"Quantity of first aid, emergency supplies and equipment stockpiles",Number
6.3.1.a.7,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,7,Existence of early warning systems for all major hazards,Description
6.3.1.a.8,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.1,Preparedness for natural extreme events and disasters,a,National natural extreme event and disaster preparedness and management systems,8,"Expenditure on disaster prevention, preparedness, clean-up and rehabilitation",Currency
6.3.2.a.1,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.2,Preparedness for technological disasters,a,National technological disaster preparedness and management systems,1,"Existence and description (e.g., number of staff) of public disaster management plans/programmes (and private when available)",Description
6.3.2.a.2,6,"Environmental Protection, Management and Engagement",6.3,Extreme Event Preparedness and Disaster Management,6.3.2,Preparedness for technological disasters,a,National technological disaster preparedness and management systems,2,"Expenditure on disaster prevention, preparedness, clean-up and rehabilitation",Currency
6.4.1.a.1,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.1,Environmental Information,a,Environmental information systems,1,Existence of publicly accessible environmental information system,Description
6.4.1.a.2,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.1,Environmental Information,a,Environmental information systems,2,Annual number of visits/users of specific environmental information programmes or environmental information systems,Number
6.4.1.b.1,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.1,Environmental Information,b,Environment statistics,1,"Description of national environment statistics programmes (e.g., existence, year of establishment, lead agency, human and financial resources)",Description
6.4.1.b.2,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.1,Environmental Information,b,Environment statistics,2,Number and type of environment statistics products and periodicity of updates,"Description, Number"
6.4.1.b.3,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.1,Environmental Information,b,Environment statistics,3,Existence and number of participant institutions in inter-agency environment statistics platforms or committees,Number
6.4.2.a.1,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.2,Environmental Education,a,Environmental education,1,Allocation of resources by central and local authorities for environmental education,Currency
6.4.2.a.2,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.2,Environmental Education,a,Environmental education,2,Number and description of environmental education programmes in schools,"Description, Number"
6.4.2.a.3,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.2,Environmental Education,a,Environmental education,3,"Number of students pursuing environment-related higher education (e.g., science, management, education, engineering)",Number
6.4.3.a.1,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.3,Environmental Perception and Awareness,a,Public environmental perception and awareness,1,Knowledge and attitudes about environmental issues or concerns,Description
6.4.3.a.2,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.3,Environmental Perception and Awareness,a,Public environmental perception and awareness,2,Knowledge and attitudes about environmental policies,Description
6.4.4.a.1,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.4,Environmental engagement,a,Environmental engagement,1,Existence of pro-environmental NGOs (number of NGOs and their respective human and financial resources),"Currency, number"
6.4.4.a.2,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.4,Environmental engagement,a,Environmental engagement,2,Number of pro-environmental activities,Number
6.4.4.a.3,6,"Environmental Protection, Management and Engagement",6.4,Environmental Information and Awareness,6.4.4,Environmental engagement,a,Environmental engagement,3,Number of pro-environmental programmes,Number
